brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
Steve Madden,0,Tucker Sneaker,0,79.95,0.0,0,0
,0,,0,0,0.0,0,0
PUMA,0,Prevail Ir Reality,0,100.0,0.0,0,0
Vince Camuto,0,Pierson,0,119.0,0.0,0,0
Vince Camuto,0,Eamon,0,99.0,0.0,0,0
Vince Camuto,0,Eamon,0,99.0,0.0,0,0
GREATS,0,Court Derby,0,150.99,0.0,0,0
GREATS,0,Court Derby,0,189.0,0.0,0,0
GREATS,0,Court Derby,0,150.99,0.0,0,0
GREATS,67,Royale,3,179.99,4.0,67,67
AllSaints,0,Alton Low Top,0,238.0,0.0,0,0
Mephisto,67,Vito,21,234.9,4.0,48,95
CARLOS by Carlos Santana,71,Fleetwood Low-Cut,7,98.95,4.0,57,71
Steve Madden,0,Layton,0,89.95,0.0,0,0
Frye,100,Astor Low Lace,1,197.95,1.0,100,100
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Shoe The Bear,0,Aphex N,0,95.99,0.0,0,0
Shoe The Bear,0,Aphex L,0,95.99,0.0,0,0
Vince Camuto,0,Hattin,0,129.0,0.0,0,0
Vince Camuto,0,Hallman,0,119.0,0.0,0,0
Vince Camuto,0,Pierson,0,119.0,0.0,0,0
Vince Camuto,0,Eamon,0,99.0,0.0,0,0
Magnanni,100,Elonso Lo,1,335.0,4.0,100,100
GREATS,67,Royale,3,179.99,4.0,67,67
Gordon Rush,0,Tristan,0,177.0,0.0,0,0
Gordon Rush,0,Tristan,0,295.0,0.0,0,0
Wolf & Shepherd,100,Glider Sneaker,1,229.0,5.0,100,100
Wolf & Shepherd,100,Glider Sneaker,1,229.0,5.0,100,100
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Fred Perry,0,Clay Leather Poly,0,105.0,0.0,0,0
Lacoste,67,Lerond BL 1,5,89.95,5.0,100,100
Pikolinos,0,Cambil M5N-6342,0,195.0,0.0,0,0
SKECHERS,63,Bellinger - Garmo,257,39.46,5.0,94,94
Cole Haan,0,Zerogrand Overtake Trail,0,170.0,0.0,0,0
Saucony Originals,100,Azura,4,72.99,3.0,50,100
BOSS Hugo Boss,50,Sonic by BOSS,2,149.99,5.0,100,100
SAS,78,Venture,38,192.95,5.0,100,89
Bullboxer,0,Barlow,0,90.0,0.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Camper,0,Runner Four - K100227,0,154.95,0.0,0,0
Harley-Davidson,0,Linden Oxford,0,149.9,0.0,0,0
Harley-Davidson,0,"Bateman 5"" Metal",0,139.9,0.0,0,0
Harley-Davidson,0,"Bateman 4"" Metal with Strap",0,149.9,0.0,0,0
Bruno Magli,0,Oslo,0,209.99,0.0,0,0
Bruno Magli,0,Oslo,0,279.99,0.0,0,0
Bruno Magli,0,Stefano,0,188.58,0.0,0,0
