brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
Mizuno,71,Wave Rider 24 WAVEKNIT™,29,129.95,5.0,57,100
Salomon,84,Speedcross 5 GTX,138,150.0,4.0,86,79
Under Armour,100,Charged Impulse Knit,1,56.26,5.0,100,100
Under Armour,67,Charged Bandit 6,5,69.99,5.0,100,100
On,69,Cloudswift,109,149.95,4.0,85,89
Hoka One One,75,Challenger ATR 5,272,89.83,4.0,81,89
Mizuno,71,Wave Rider 24 WAVEKNIT™,29,129.95,5.0,57,100
Hoka One One,54,Stinson ATR 6,81,159.95,5.0,85,100
Hoka One One,0,Challenger ATR 6 GORE-TEX®,15,139.95,5.0,0,0
Hoka One One,89,Challenger Low GORE-TEX®,62,149.95,4.0,67,89
Under Armour,100,Charged Escape 3 Evo,9,89.95,5.0,100,100
Altra Footwear,87,Torin 4,41,89.95,4.0,83,92
Mizuno,100,Wave Inspire 16 WAVEKNIT™,15,99.95,5.0,100,100
Altra Footwear,86,Lone Peak 4.5,51,89.95,4.0,71,90
Hoka One One,74,Clifton 7,476,129.95,4.0,83,78
Hoka One One,68,Arahi 4,170,129.95,4.0,83,88
Saucony,75,Peregrine 10,12,119.95,4.0,75,100
Reebok,0,Futsal Fusion,0,49.99,0.0,0,0
Hoka One One,100,Challenger ATR 6,11,129.95,4.0,100,100
On,80,Cloudventure Waterproof,25,169.95,3.0,64,84
Saucony,50,Omni 19,2,129.95,5.0,50,100
Hoka One One,76,Hupana Flow Wool,47,119.95,5.0,79,81
Hoka One One,75,Challenger ATR 5,272,129.95,4.0,81,89
On,100,Cloud 70/30,2,129.94,5.0,100,100
Salomon,84,Speedcross 5 GTX,138,149.95,4.0,86,79
Hoka One One,69,Speedgoat 4,251,144.95,4.0,85,81
Hoka One One,68,Arahi 4,170,129.95,4.0,83,88
On,82,Cloud X,23,139.95,5.0,77,95
On,80,Cloudflow,155,139.95,4.0,84,96
Salomon,76,Speedcross 5,419,129.95,5.0,78,78
Under Armour,100,Charged Pursuit 2 Twist,3,69.95,5.0,67,100
Hoka One One,75,Rincon 2,174,115.0,4.0,100,100
On,82,Cloud X,23,139.95,5.0,77,95
Mizuno,92,Wave Inspire 16,93,99.95,5.0,77,92
Merrell,100,Wildwood GTX,1,119.95,4.0,100,100
On,82,Cloud X,23,139.95,5.0,77,95
Saucony,62,Guide 13,15,119.95,5.0,100,85
Hoka One One,75,Rincon 2,174,114.95,4.0,100,100
On,50,Cloudflyer Waterproof,2,179.94,3.0,100,100
On,78,Cloud 2.0,297,129.94,4.0,82,93
On,80,Cloudflow,155,139.94,4.0,84,96
Saucony,100,Versafoam Cohesion TR13,3,54.95,5.0,100,100
Hoka One One,82,Gaviota 2,793,149.95,4.0,76,80
On,75,Cloudflyer,8,159.95,4.0,100,88
On,52,Cloudstratus,28,169.95,4.0,85,88
Hoka One One,57,Bondi SR,76,159.95,4.0,71,71
On,78,Cloud 2.0,297,129.94,4.0,82,93
Under Armour,100,Charged Escape 3 Evo,9,89.95,5.0,100,100
On,53,Cloud Terry,15,149.95,4.0,80,87
On,78,Cloud 2.0,297,129.94,4.0,82,93
Hoka One One,89,Challenger Low GORE-TEX®,62,149.95,4.0,67,89
On,77,Cloudventure,33,149.95,4.0,82,94
Mizuno,92,Wave Inspire 16,93,99.95,5.0,77,92
On,88,Cloud Waterproof,55,149.95,4.0,75,87
Salomon,76,Speedcross 5,419,129.95,5.0,78,78
Merrell,0,MTL Skyfire,0,99.95,0.0,0,0
La Sportiva,92,Bushido II,15,130.0,4.0,60,73
SKECHERS,87,Go Run Consistent,117,49.99,5.0,92,89
Hoka One One,57,Clifton Edge,106,159.95,4.0,71,100
On,71,Cloud 70 | 30,21,129.95,5.0,71,84
On,69,Cloudace,13,199.95,4.0,85,92
Hoka One One,75,Torrent 2,27,119.95,4.0,75,100
La Sportiva,100,Kaptiva GTX,2,159.0,4.0,50,100
Saucony,62,Guide 13,15,119.95,5.0,100,85
Hoka One One,67,Elevon 2,74,159.95,4.0,100,100
Hoka One One,57,Bondi SR,76,159.95,4.0,71,71
Hoka One One,50,Carbon X-SPE,56,199.95,4.0,50,50
Saucony,80,Ride 13,5,129.95,4.0,60,75
Saucony,94,Kinvara 11,17,109.95,4.0,76,75
La Sportiva,92,Bushido II,15,130.0,4.0,60,73
Saucony,100,Peregrine 10 GTX,5,139.95,4.0,60,100
inov-8,100,Terraultra™ G 270,6,160.0,5.0,100,83
adidas Outdoor,100,Terrex Agravic XT,2,139.95,4.0,100,100
Mizuno,75,Wave Sky 4 WAVEKNIT™,24,159.95,5.0,100,100
Hoka One One,65,Akasa,101,139.95,4.0,90,90
Hoka One One,100,Challenger ATR 6,11,129.95,4.0,100,100
Saucony,100,Liberty ISO 2,4,119.95,4.0,100,50
On,53,Cloud Terry,15,149.95,4.0,80,87
Hoka One One,75,Torrent 2,27,119.95,4.0,75,100
Under Armour,69,Charged Rogue 2,13,79.95,4.0,62,83
Merrell,100,MTL Skyfire X White Mountains,1,109.95,5.0,100,100
Salomon,91,XA Pro 3D V8,100,130.0,4.0,67,80
Mizuno,100,Wave Rider 24,35,129.95,4.0,100,100
Altra Footwear,100,Superior 4.5,8,109.95,4.0,63,67
adidas Outdoor,100,Terrex Agravic Flow,3,97.46,3.0,50,100
Under Armour,0,Charged Toccoa 3,0,69.95,0.0,0,0
Hoka One One,75,Challenger ATR 5,272,97.46,4.0,81,89
Hoka One One,69,Speedgoat 4,251,144.95,4.0,85,81
The North Face,80,Ultra 109 Waterproof,15,119.95,4.0,100,100
Hoka One One,69,Speedgoat 4,251,144.95,4.0,85,81
Hoka One One,100,Rincon TK,163,114.95,4.0,100,100
Saucony,94,Kinvara 11,17,109.95,4.0,76,75
Hoka One One,57,Clifton Edge,106,160.0,4.0,71,100
SKECHERS,0,Go Run Fast - Alulight,9,59.95,5.0,0,0
