brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
Clarks,75,Paulson Mid,5,70.99,4.0,80,100
Kenneth Cole New York,0,Liam Chukka,0,149.0,0.0,0,0
Wolverine Heritage,0,1000 Mile 1940 Boot,0,414.0,0.0,0,0
To Boot New York,0,Clarence,0,398.0,0.0,0,0
Allen Edmonds,50,Alpine Lace,2,425.0,4.0,100,100
Hush Puppies,0,Davis Chelsea Boot,0,129.95,0.0,0,0
Eastland 1955 Edition,100,Daily Double,6,109.99,3.0,100,83
Harley-Davidson,100,Dendon,1,149.95,5.0,100,100
Ariat,80,Sport Wide Square Toe,7,159.95,4.0,71,80
To Boot New York,0,Zach,0,350.0,0.0,0,0
Eastland 1955 Edition,80,Jack,5,125.0,4.0,80,100
Deer Stags,0,Archer,0,80.0,0.0,0,0
Deer Stags,0,Maddox,0,75.0,0.0,0,0
J&M Collection,0,Langley Chukka,0,134.51,0.0,0,0
,0,,0,0,0.0,0,0
Bogs,0,"6"" Bedrock Shell Comp Toe WP",2,155.0,4.0,0,0
Dr. Martens Work,100,Icon 7B10,2,129.95,3.0,100,100
Polo Ralph Lauren,100,Army Boot,3,99.99,5.0,100,100
Twisted X,0,MHK0003,0,129.95,0.0,0,0
Twisted X,0,MDM0085,0,89.95,0.0,0,0
Blackstone,0,SG33,0,250.0,0.0,0,0
Eastland 1955 Edition,80,Jett,10,160.0,4.0,50,70
,0,,0,0,0.0,0,0
Old West Boots,0,Kyle,0,119.95,0.0,0,0
Old West Boots,0,Brookings,0,119.95,0.0,0,0
Dan Post,100,Thin Blue Line,1,219.95,5.0,100,100
Roper,0,Wilder,0,107.65,0.0,0,0
,0,,0,0,0.0,0,0
Caterpillar,0,"6"" Fairbanks WP",0,150.0,0.0,0,0
Volcom,100,Willington Boot,1,194.95,2.0,100,100
Anthony Veer,100,Monroe Lace-Up Boot,1,145.99,4.0,100,100
Anthony Veer,0,Jefferson Chelsea Boot,0,117.8,0.0,0,0
AllSaints,0,Harley,0,278.0,0.0,0,0
